Date,Open,High,Low,Close,Adj Close,Volume
2019-06-19,21223.169922,21358.720703,21213.429688,21333.869141,21333.869141,64100
2019-06-20,21417.740234,21491.390625,21377.269531,21462.859375,21462.859375,55700
2019-06-21,21487.669922,21497.820313,21221.699219,21258.640625,21258.640625,89000
2019-06-24,21223.560547,21317.859375,21185.669922,21285.990234,21285.990234,43200
2019-06-25,21238.070313,21313.769531,21114.470703,21193.810547,21193.810547,53900
2019-06-26,21067.679688,21129.640625,21035.839844,21086.589844,21086.589844,50300
2019-06-27,21156.880859,21338.169922,21123.970703,21338.169922,21338.169922,61300
2019-06-28,21282.220703,21324.929688,21199.849609,21275.919922,21275.919922,62100
2019-07-01,21566.269531,21758.339844,21559.169922,21729.970703,21729.970703,66900
2019-07-02,21699.429688,21784.220703,21697.310547,21754.269531,21754.269531,54700
2019-07-03,21684.070313,21708.720703,21566.650391,21638.160156,21638.160156,55000
2019-07-04,21740.929688,21755.630859,21672.500000,21702.449219,21702.449219,37800
2019-07-05,21703.609375,21746.380859,21647.730469,21746.380859,21746.380859,44800
2019-07-08,21665.789063,21672.650391,21499.570313,21534.349609,21534.349609,51900
2019-07-09,21598.150391,21687.289063,21508.220703,21565.150391,21565.150391,53900
2019-07-10,21499.460938,21601.859375,21488.220703,21533.480469,21533.480469,58900
2019-07-11,21547.189453,21649.929688,21532.570313,21643.529297,21643.529297,49600
2019-07-12,21720.140625,21720.140625,21589.830078,21685.900391,21685.900391,45400
2019-07-16,21644.380859,21655.519531,21514.890625,21535.250000,21535.250000,49800
2019-07-17,21474.630859,21488.269531,21380.550781,21469.179688,21469.179688,53300
2019-07-18,21336.800781,21347.839844,20993.439453,21046.240234,21046.240234,70200
2019-07-19,21146.500000,21474.300781,21121.900391,21466.990234,21466.990234,57900
2019-07-22,21394.750000,21445.029297,21317.849609,21416.789063,21416.789063,46900
2019-07-23,21425.439453,21686.529297,21411.929688,21620.880859,21620.880859,48100
2019-07-24,21726.980469,21744.880859,21677.710938,21709.570313,21709.570313,51100
2019-07-25,21715.949219,21823.070313,21715.689453,21756.550781,21756.550781,46900
2019-07-26,21700.199219,21709.740234,21590.660156,21658.150391,21658.150391,47600
2019-07-29,21627.550781,21652.949219,21518.699219,21616.800781,21616.800781,47000
2019-07-30,21681.820313,21792.980469,21665.859375,21709.310547,21709.310547,54500
2019-07-31,21526.380859,21589.109375,21476.070313,21521.529297,21521.529297,76500
2019-08-01,21361.580078,21556.689453,21288.900391,21540.990234,21540.990234,75700
2019-08-02,21211.060547,21211.060547,20960.089844,21087.160156,21087.160156,91500
2019-08-05,20909.980469,20941.830078,20514.189453,20720.289063,20720.289063,85800
2019-08-06,20325.519531,20607.830078,20110.759766,20585.310547,20585.310547,89700
2019-08-07,20548.070313,20570.189453,20406.519531,20516.560547,20516.560547,73600
2019-08-08,20529.289063,20682.240234,20462.980469,20593.349609,20593.349609,64800
2019-08-09,20758.150391,20782.060547,20676.919922,20684.820313,20684.820313,63700
2019-08-13,20432.679688,20503.380859,20369.269531,20455.439453,20455.439453,72900
2019-08-14,20669.990234,20697.419922,20581.169922,20655.130859,20655.130859,60900
2019-08-15,20324.250000,20419.880859,20184.849609,20405.650391,20405.650391,68200
2019-08-16,20323.970703,20465.710938,20300.349609,20418.810547,20418.810547,58400
2019-08-19,20590.470703,20633.900391,20502.660156,20563.160156,20563.160156,50600
2019-08-20,20605.349609,20684.060547,20582.009766,20677.220703,20677.220703,50100
2019-08-21,20489.970703,20626.050781,20482.619141,20618.570313,20618.570313,53000
2019-08-22,20706.070313,20731.189453,20584.289063,20628.009766,20628.009766,54600
2019-08-23,20579.980469,20719.310547,20579.980469,20710.910156,20710.910156,50700
2019-08-26,20325.439453,20329.009766,20173.759766,20261.039063,20261.039063,69900
2019-08-27,20467.220703,20529.939453,20439.919922,20456.080078,20456.080078,60800
2019-08-28,20474.310547,20511.210938,20433.310547,20479.419922,20479.419922,51500
2019-08-29,20500.500000,20520.679688,20361.119141,20460.929688,20460.929688,55100
2019-08-30,20641.490234,20748.349609,20633.300781,20704.369141,20704.369141,72000
2019-09-02,20625.750000,20667.560547,20614.289063,20620.189453,20620.189453,42400
2019-09-03,20581.580078,20662.230469,20578.019531,20625.160156,20625.160156,0
2019-09-04,20578.669922,20694.349609,20554.160156,20649.140625,20649.140625,51500
2019-09-05,20800.289063,21164.609375,20787.929688,21085.939453,21085.939453,83000
2019-09-06,21201.830078,21241.289063,21145.810547,21199.570313,21199.570313,71100
2019-09-09,21214.560547,21333.509766,21182.259766,21318.419922,21318.419922,57800
2019-09-10,21363.570313,21438.349609,21350.349609,21392.099609,21392.099609,92400
2019-09-11,21466.660156,21619.210938,21437.820313,21597.759766,21597.759766,110100
2019-09-12,21761.089844,21825.919922,21743.960938,21759.609375,21759.609375,96000
2019-09-13,21907.830078,22019.660156,21820.939453,21988.289063,21988.289063,116300
2019-09-17,21947.589844,22041.080078,21878.630859,22001.320313,22001.320313,81500
2019-09-18,22014.650391,22027.859375,21942.029297,21960.710938,21960.710938,69400
2019-09-19,22064.460938,22255.560547,22003.300781,22044.449219,22044.449219,78200
2019-09-20,22130.740234,22204.750000,22047.900391,22079.089844,22079.089844,85000
2019-09-24,22095.349609,22168.740234,22077.939453,22098.839844,22098.839844,68400
2019-09-25,21961.820313,22036.480469,21906.000000,22020.150391,22020.150391,61600
2019-09-26,22160.519531,22184.910156,21986.240234,22048.240234,22048.240234,81600
2019-09-27,21934.929688,21955.789063,21733.689453,21878.900391,21878.900391,0
